X,Y,OBJECTID,carr_way_no,road_id,road_name,start_name,end_name,location,latest,count_date,peak_hour,count_duration,adt,peaktraffic,pccar,pclcv,pcmcv,pchcvi,pchcvii,pcbus,pcheavy,NZTMX,NZTMY
1752435.074,5925282.9,2697,8637.0,22209,VERRAN RD,WAIPA ST,WEST GLADE CRES,377.0,Yes,2014-08-08 00:00:00+00:00,800,7D,1683.0,357.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,1752435.074,5925282.9
1760123.0,5924427.0,2698,6795.0,22191,OLD LAKE RD,WICKLOW RD,FRASER RD,723.0,Yes,2014-05-21 00:00:00+00:00,1200,7D,3037.0,339.0,95.0,1.0,3.0,1.0,0.0,0.0,4.0,1760123.0,5924427.0
1750531.0,5926817.0,2699,8600.0,22189,SUNNYHAVEN AVE,RANGATIRA RD,DROME VIEW PL,45.0,Yes,2014-06-28 00:00:00+00:00,1730,7D,2161.0,275.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,1750531.0,5926817.0
1751777.0,5925810.0,2700,8598.0,22188,STOTT AVE,BIRKDALE RD,SEON PL,183.0,Yes,2014-08-08 00:00:00+00:00,1445,7D,1065.0,121.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,1751777.0,5925810.0
1753966.0,5924464.0,2701,8570.0,22173,RAWENE RD,HINEMOA ST,WIDTH CHANGE,95.0,Yes,2014-06-26 00:00:00+00:00,1615,7D,1532.0,213.0,97.0,0.0,1.0,2.0,0.0,0.0,3.0,1753966.0,5924464.0
1750699.0,5926506.0,2702,8567.0,22171,RANGATIRA RD,GILPIN PL,SUNNYHAVEN AVE,2518.0,Yes,2014-06-19 00:00:00+00:00,1700,7D,5392.0,593.0,95.0,1.0,3.0,1.0,0.0,0.0,4.0,1750699.0,5926506.0
1753320.0,5924599.0,2703,8544.0,22162,PORRITT AVE,CALMAN PL,MOKOIA RD,1247.0,Yes,2014-08-15 00:00:00+00:00,1700,7D,1484.0,154.0,98.0,0.0,2.0,0.0,0.0,0.0,2.0,1753320.0,5924599.0
1750968.0,5927115.0,2704,8527.0,22155,PARAGON AVE,BEACH HAVEN RD,MELBA ST,46.0,Yes,2012-09-13 00:00:00+00:00,1800,7D,949.0,138.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,1750968.0,5927115.0
1754477.0,5923813.0,2705,8522.0,22153,PALMERSTON RD,WANGANELLA ST,BRASSEY RD,227.0,Yes,2014-08-15 00:00:00+00:00,1600,7D,309.0,45.0,98.0,1.0,1.0,0.0,0.0,0.0,1.0,1754477.0,5923813.0
1760772.0,5922809.0,2706,8511.0,22150,VAUXHALL RD,KERR ST,CRACROFT ST,113.0,Yes,2014-08-29 00:00:00+00:00,815,7D,2673.0,326.0,96.0,0.0,3.0,1.0,0.0,0.0,4.0,1760772.0,5922809.0
1752263.0,5924229.0,2707,8501.0,22147,ONETAUNGA RD,BALMAIN RD,HARPER ST,51.0,Yes,2012-09-13 00:00:00+00:00,815,7D,1064.0,261.0,97.0,0.0,2.0,1.0,0.0,0.0,3.0,1752263.0,5924229.0
1760792.0,5923322.0,2708,8492.0,22140,CAMBRIA RD,ALBERT RD,WAIROA RD,63.0,Yes,2013-02-27 00:00:00+00:00,1615,7D,185.0,28.0,98.0,0.0,1.0,1.0,0.0,0.0,2.0,1760792.0,5923322.0
1751144.0,5927394.0,2709,8475.0,22132,MELBA ST,LANCASTER RD,CROCOMBE CRES,54.0,Yes,2013-04-12 00:00:00+00:00,1115,7D,586.0,102.0,98.0,0.0,2.0,0.0,0.0,0.0,2.0,1751144.0,5927394.0
1754217.0,5923875.0,2710,8468.0,22127,MAUNGANUI RD,MAUNGANUI RD (STH END),WIDTH CHANGE,79.0,Yes,2014-08-08 00:00:00+00:00,845,7D,121.0,18.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1754217.0,5923875.0
1754864.0,5923987.0,2711,8466.0,22126,MARITIME TCE,WAKANUI ST,PEREGRINE PL,283.0,Yes,2013-06-28 00:00:00+00:00,1700,7D,4866.0,642.0,98.0,0.0,1.0,1.0,0.0,0.0,2.0,1754864.0,5923987.0
1753543.0,5924798.0,2712,8460.0,22122,MAHARA AVE,HIGHBURY BY-PASS,JOHN COURT ST,70.0,Yes,2012-08-30 00:00:00+00:00,530,7D,977.0,163.0,97.0,0.0,2.0,1.0,0.0,0.0,3.0,1753543.0,5924798.0
1760693.0,5923289.0,2713,8456.0,22120,DERBY ST,ALBERT RD,ALLENBY AVE,74.0,Yes,2014-06-17 00:00:00+00:00,1615,7D,735.0,94.0,97.0,0.0,2.0,1.0,0.0,0.0,3.0,1760693.0,5923289.0
1760611.0,5923332.0,2714,9702.0,22118,ALLENBY AVE,DERBY ST,EMPIRE RD,65.0,Yes,2013-02-27 00:00:00+00:00,1115,7D,745.0,96.0,98.0,1.0,1.0,0.0,0.0,0.0,1.0,1760611.0,5923332.0
1751846.0,5926831.0,2715,8449.0,22116,LEVESQUE ST,BIRKDALE RD,CHIPPENDALE CRES WEST,101.0,Yes,2014-08-16 00:00:00+00:00,1715,7D,814.0,100.0,98.0,0.0,1.0,1.0,0.0,0.0,2.0,1751846.0,5926831.0
1752260.0,5926818.0,2716,8443.0,22113,LAUDERDALE RD,ESKDALE RD,LEVESQUE ST,151.0,Yes,2014-08-16 00:00:00+00:00,800,7D,1790.0,226.0,98.0,0.0,2.0,0.0,0.0,0.0,2.0,1752260.0,5926818.0
1751430.0,5925239.0,2717,8427.0,22107,KIA ORA RD,RANGATIRA RD,MCGLASHEN PL,43.0,Yes,2014-06-28 00:00:00+00:00,815,7D,1519.0,400.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,1751430.0,5925239.0
1761258.0,5922868.0,2718,8413.0,22097,CHELTENHAM RD,TAKARUNGA RD,TAUNUI RD,180.0,Yes,2014-06-17 00:00:00+00:00,1230,7D,1324.0,172.0,96.0,0.0,3.0,1.0,0.0,0.0,4.0,1761258.0,5922868.0
1751641.0,5924952.0,2719,8406.0,22095,ISLAND BAY RD,RANGATIRA RD,PLUTO PL,0.0,Yes,2014-06-28 00:00:00+00:00,1600,7D,1833.0,186.0,97.0,1.0,2.0,0.0,0.0,0.0,2.0,1751641.0,5924952.0
1761090.0,5923182.0,2720,7291.0,22091,TAINUI RD (DEVONPORT),TUI ST,MATAI RD,334.0,Yes,2013-03-07 00:00:00+00:00,1630,7D,2177.0,239.0,97.0,0.0,2.0,1.0,0.0,0.0,3.0,1761090.0,5923182.0
1750863.0,5925557.0,2721,8372.0,22079,HADFIELD ST,RANGATIRA RD,SEA VISTA AVE,89.0,Yes,2014-06-28 00:00:00+00:00,1700,7D,2043.0,219.0,98.0,0.0,2.0,0.0,0.0,0.0,2.0,1750863.0,5925557.0
1761335.0,5923048.0,2722,6848.0,22066,OXFORD TCE,CHELTENHAM RD,ETON AVE,18.0,Yes,2013-02-27 00:00:00+00:00,1515,7D,437.0,92.0,97.0,0.0,2.0,1.0,0.0,0.0,3.0,1761335.0,5923048.0
1751696.0,5926777.0,2723,8349.0,22061,FLAXDALE ST,BIRKDALE RD,HELLYERS ST,51.0,Yes,2014-08-16 00:00:00+00:00,1715,7D,1097.0,139.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,1751696.0,5926777.0
1761080.0,5922661.0,2724,8329.0,22050,CAMBRIDGE TCE (DEVONPORT),KING EDWARD PDE,DOMAIN ST,26.0,Yes,2013-05-23 00:00:00+00:00,845,7D,457.0,83.0,98.0,0.0,2.0,0.0,0.0,0.0,2.0,1761080.0,5922661.0
1753109.0,5924576.0,2725,8304.0,22036,CHELSEA VIEW DR,MOKOIA RD,PORRITT AVE,160.0,Yes,2014-08-15 00:00:00+00:00,1715,7D,4629.0,470.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,1753109.0,5924576.0
1760631.0,5922966.0,2726,9755.0,22028,CHURCH ST (DEVONPORT),CRACROFT ST,ALBERT RD,546.0,Yes,2014-06-25 00:00:00+00:00,1415,7D,407.0,51.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1760631.0,5922966.0
1760817.0,5922533.0,2727,9758.0,22028,CHURCH ST (DEVONPORT),KING EDWARD PDE,TUDOR ST,76.0,Yes,2013-05-21 00:00:00+00:00,1600,7D,2474.0,309.0,98.0,0.0,1.0,1.0,0.0,0.0,2.0,1760817.0,5922533.0
1750713.0,5925192.0,2728,8280.0,22025,BRIGANTINE DR,HADFIELD ST,SEAHORSE PL,56.0,Yes,2014-06-28 00:00:00+00:00,1600,7D,281.0,37.0,97.0,0.0,3.0,0.0,0.0,0.0,3.0,1750713.0,5925192.0
1770774.0,5894921.0,2729,8278.0,22024,BRIDGE VIEW RD,HINEMOA ST,WANGANELLA ST,88.0,Yes,2014-05-06 00:00:00+00:00,800,7D,506.0,99.0,93.0,1.0,4.0,2.0,0.0,0.0,6.0,1770774.0,5894921.0
1753981.0,5924634.0,2730,42989.0,22019,BIRKENHEAD AVE,BIRKENHEAD AVE/MOKOIA RD RAB,HAMMOND PL,57.0,Yes,2014-06-11 00:00:00+00:00,1100,7D,7740.0,957.0,97.0,0.0,2.0,1.0,0.0,0.0,3.0,1753981.0,5924634.0
1750250.0,5926980.0,2731,8244.0,22015,BEACH HAVEN RD,GAZELLE AVE,CRESTA AVE,501.0,Yes,2013-05-08 00:00:00+00:00,1715,7D,1697.0,205.0,95.0,1.0,3.0,1.0,0.0,0.0,4.0,1750250.0,5926980.0
1755312.0,5926260.0,2732,8216.0,21098,EBAN AVE,OCEAN VIEW RD,UPPINGHAM CRES,68.0,Yes,2012-08-29 00:00:00+00:00,1245,7D,4310.0,436.0,98.0,0.0,1.0,1.0,0.0,0.0,2.0,1755312.0,5926260.0
1755063.0,5926368.0,2733,8204.0,21092,UPPINGHAM CRESENT,EBAN AVE,WIDTH CHANGE.PWR TRANSFRM,73.0,Yes,2014-04-05 00:00:00+00:00,1830,7D,1029.0,117.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,1755063.0,5926368.0
1756202.0,5926075.0,2734,8202.0,21090,TONAR ST,CADNESS ST,COLLEGE RD,651.0,Yes,2012-08-25 00:00:00+00:00,1200,7D,828.0,87.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,1756202.0,5926075.0
1755337.0,5926667.0,2735,8178.0,21082,STANAWAY ST,SYLVIA RD,TOTARA GR,53.0,Yes,2014-04-05 00:00:00+00:00,1815,7D,367.0,43.0,97.0,0.0,1.0,2.0,0.0,0.0,3.0,1755337.0,5926667.0
1755713.0,5924130.0,2736,8175.0,21081,STAFFORD RD,QUEEN ST,RICHMOND AVE,23.0,Yes,2012-08-17 00:00:00+00:00,1300,7D,3301.0,457.0,98.0,0.0,2.0,0.0,0.0,0.0,2.0,1755713.0,5924130.0
1755794.0,5924044.0,2737,8168.0,21077,RICHMOND AVE,MILTON RD,STAFFORD RD,202.0,Yes,2012-08-17 00:00:00+00:00,1300,7D,909.0,116.0,97.0,1.0,1.0,1.0,0.0,0.0,2.0,1755794.0,5924044.0
1755917.0,5923585.0,2738,8149.0,21071,PRINCES ST (NORTHCOTE),DUKE ST,BEACH RD,573.0,Yes,2014-06-12 00:00:00+00:00,1600,7D,416.0,60.0,98.0,0.0,1.0,1.0,0.0,0.0,2.0,1755917.0,5923585.0
1755383.0,5925732.0,2739,8143.0,21070,POTTER AVE (NORTHCOTE),RALEIGH RD,KAKA ST,81.0,Yes,2014-06-12 00:00:00+00:00,800,7D,790.0,106.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,1755383.0,5925732.0
1755085.0,5932894.0,2740,8120.0,21061,EAST COAST RD (AC.WAY) 455-451,EAST COAST RD NO.455,DALMENY CLOSE NO.2,95.0,Yes,2012-08-14 00:00:00+00:00,1245,7D,2189.0,283.0,96.0,0.0,1.0,2.0,1.0,0.0,4.0,1755085.0,5932894.0
1755969.0,5924036.0,2741,8118.0,21060,NELSON AVE (NORTHCOTE),ALFRED ST,EX. HABOUR BOARD RD,32.0,Yes,2014-06-12 00:00:00+00:00,1745,7D,401.0,55.0,95.0,1.0,3.0,1.0,0.0,0.0,4.0,1755969.0,5924036.0
1754948.0,5926584.0,2742,9801.0,21051,LYNDEN AVE,SYLVIA RD,LIDDELL ST,129.0,Yes,2014-04-09 00:00:00+00:00,800,7D,1806.0,230.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,1754948.0,5926584.0
1755582.0,5925160.0,2743,8101.0,21047,LAKE RD (ONEWA),KAWANA ST,KORORO ST,512.0,Yes,2013-11-05 00:00:00+00:00,1645,7D,10948.0,1224.0,97.0,0.0,2.0,1.0,0.0,0.0,3.0,1755582.0,5925160.0
1756376.0,5926473.0,2744,8093.0,21043,KITEWAO ST,AKORANGA DR,RAUPAPA ST,43.0,Yes,2013-07-04 00:00:00+00:00,1700,7D,622.0,92.0,98.0,1.0,1.0,0.0,0.0,0.0,1.0,1756376.0,5926473.0
1755734.0,5925632.0,2745,8091.0,21041,KILHAM AVE,COLLEGE RD,KILHAM AVE SERVICE LANE,37.0,Yes,2012-08-25 00:00:00+00:00,1300,7D,2880.0,379.0,95.0,0.0,4.0,1.0,0.0,0.0,5.0,1755734.0,5925632.0
1755529.0,5925132.0,2746,8090.0,21040,KAWANA ST,WOODSIDE AVE,LAKE RD,45.0,Yes,2014-06-20 00:00:00+00:00,800,7D,3080.0,588.0,97.0,0.0,2.0,1.0,0.0,0.0,3.0,1755529.0,5925132.0
1755485.0,5925546.0,2747,8068.0,21027,FOWLER ST,RALEIGH RD,JAMES EVANS DR,64.0,Yes,2014-06-20 00:00:00+00:00,1430,7D,1111.0,153.0,98.0,1.0,1.0,0.0,0.0,0.0,1.0,1755485.0,5925546.0
1755545.0,5924539.0,2748,8067.0,21026,FAULKNER RD,QUEEN ST,CHURCH ST,82.0,Yes,2014-06-12 00:00:00+00:00,715,7D,962.0,122.0,98.0,0.0,2.0,0.0,0.0,0.0,2.0,1755545.0,5924539.0
1754933.0,5924674.0,2749,8066.0,21025,FAIRFAX AVE (NORTHCOTE),ONEWA RD,END OF ROAD,74.0,Yes,2014-06-26 00:00:00+00:00,1400,7D,333.0,50.0,98.0,0.0,2.0,0.0,0.0,0.0,2.0,1754933.0,5924674.0
1756226.0,5925342.0,2750,8064.0,21024,EXMOUTH RD,DEUXBERRY AVE,MCBREEN AVE,637.0,Yes,2014-03-11 00:00:00+00:00,1645,7D,6246.0,1056.0,98.0,0.0,1.0,1.0,0.0,0.0,2.0,1756226.0,5925342.0
1755888.0,5925744.0,2751,8059.0,21022,ERNIE MAYS ST,COLLEGE RD,END OF ROAD,15.0,Yes,2014-06-20 00:00:00+00:00,1145,7D,718.0,106.0,97.0,0.0,1.0,2.0,0.0,0.0,3.0,1755888.0,5925744.0
1755904.0,5925675.0,2752,8055.0,21018,DEUXBERRY AVE,COLLEGE RD,ARAHIA ST,47.0,Yes,2012-08-23 00:00:00+00:00,1245,7D,1125.0,296.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,1755904.0,5925675.0
1755655.0,5923930.0,2753,8042.0,21012,CLARENCE RD,QUEEN ST,VINCENT RD,19.0,Yes,2014-06-12 00:00:00+00:00,1730,7D,789.0,132.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,1755655.0,5923930.0
1755732.0,5924475.0,2754,8036.0,21009,BRUCE ST,BELLE VUE AVE,ONEWA RD,46.0,Yes,2012-08-09 00:00:00+00:00,1300,7D,1015.0,163.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,1755732.0,5924475.0
1755711.0,5924436.0,2755,8034.0,21008,BELLE VUE AVE,QUEEN ST,RICHMOND AVE,77.0,Yes,2012-08-09 00:00:00+00:00,1015,7D,1233.0,128.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,1755711.0,5924436.0
1755250.0,5926159.0,2756,8028.0,21004,ALTON AVE,OCEAN VIEW RD,LYNNGATE PL,36.0,Yes,2014-04-01 00:00:00+00:00,1730,7D,1063.0,118.0,98.0,1.0,1.0,0.0,0.0,0.0,1.0,1755250.0,5926159.0
1759398.0,5923047.0,2757,8019.0,20759,WILLIAM BOND ST,RUTLAND RD,WATERVIEW RD,300.0,Yes,2014-06-07 00:00:00+00:00,815,7D,559.0,140.0,98.0,1.0,1.0,0.0,0.0,0.0,1.0,1759398.0,5923047.0
1759361.0,5922754.0,2758,8018.0,20759,WILLIAM BOND ST,CALLIOPE RD,RUTLAND RD,91.0,Yes,2013-03-13 00:00:00+00:00,1230,7D,673.0,97.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,1759361.0,5922754.0
1750239.0,5929522.0,2759,10050.0,20758,KYLE RD (WEST),MARYANNE PL,GREENBOUGH LANE,350.0,Yes,2014-02-22 00:00:00+00:00,1645,7D,2090.0,246.0,96.0,0.0,1.0,3.0,0.0,0.0,4.0,1750239.0,5929522.0
1760162.0,5922254.0,2760,8009.0,20752,QUEENS PDE,MARINE SQUARE,ANNE ST,75.0,Yes,2013-03-07 00:00:00+00:00,1600,7D,4995.0,568.0,98.0,0.0,1.0,1.0,0.0,0.0,2.0,1760162.0,5922254.0
1760152.0,5922817.0,2761,7998.0,20746,HASTINGS PDE,VICTORIA RD,HIGH ST,79.0,Yes,2014-06-17 00:00:00+00:00,700,7D,560.0,108.0,97.0,1.0,1.0,1.0,0.0,0.0,2.0,1760152.0,5922817.0
1756484.0,5937690.0,2762,7997.0,20745,LONG BAY DR,WILLIS ST,BEACH RD,323.0,Yes,2014-03-22 00:00:00+00:00,1015,7D,298.0,37.0,97.0,1.0,2.0,0.0,0.0,0.0,2.0,1756484.0,5937690.0
1755270.0,5937621.0,2763,7988.0,20741,GLENVAR RD,RELCO CRES,ASHLEY AVE,1126.0,Yes,2014-09-11 00:00:00+00:00,1145,7D,2164.0,256.0,97.0,1.0,1.0,1.0,0.0,0.0,2.0,1755270.0,5937621.0
1751729.0,5929353.0,2764,7972.0,20731,KERERU GR,UPPER HARBOUR DR,SPLIT IN ROAD,34.0,Yes,2013-04-11 00:00:00+00:00,1230,7D,151.0,31.0,95.0,1.0,3.0,1.0,0.0,0.0,4.0,1751729.0,5929353.0
1751795.0,5931715.0,2765,7971.0,20729,PIERMARK DR,BUSH RD,WILLIAM PICKERING DR,479.0,Yes,2014-03-25 00:00:00+00:00,1645,7D,2710.0,500.0,88.0,1.0,9.0,2.0,0.0,0.0,11.0,1751795.0,5931715.0
1752059.0,5931207.0,2766,7964.0,20718,RIDE WAY,WILLIAM PICKERING DR,BEATRICE TINSLEY CRES,73.0,Yes,2013-08-06 00:00:00+00:00,1630,7D,748.0,123.0,89.0,0.0,9.0,2.0,0.0,0.0,11.0,1752059.0,5931207.0
1753691.0,5932433.0,2767,7963.0,20717,BEATRICE TINSLEY CRES,WILLIAM PICKERING DR,BUSH RD,,Yes,2014-03-25 00:00:00+00:00,800,7D,1717.0,455.0,92.0,1.0,5.0,2.0,0.0,0.0,7.0,1753691.0,5932433.0
1751762.0,5931662.0,2768,7961.0,20716,WILLIAM PICKERING DR,ROTHWELL AVE,PIERMARK DR,941.0,Yes,2014-06-03 00:00:00+00:00,800,7D,10237.0,1600.0,92.0,0.0,6.0,2.0,0.0,0.0,8.0,1751762.0,5931662.0
1753088.0,5930726.0,2769,7948.0,20699,UNSWORTH DR,WESTMINSTER GARDENS,UNSWORTH DR/BARBADOS DR RAB,723.0,Yes,2015-05-28 00:00:00+00:00,745,7D,3703.0,513.0,96.0,0.0,3.0,1.0,0.0,0.0,4.0,1753088.0,5930726.0
1753546.0,5931163.0,2770,7942.0,20698,BARBADOS DR,CARIBBEAN DR,JUMENTO PL,117.0,Yes,2014-05-09 00:00:00+00:00,1500,7D,4435.0,420.0,96.0,0.0,2.0,1.0,1.0,0.0,4.0,1753546.0,5931163.0
1759398.0,5923047.0,2771,7939.0,20696,WATERVIEW RD (DEVONPORT),WILLIAM BOND ST,SUMMER ST,75.0,Yes,2014-06-07 00:00:00+00:00,815,7D,559.0,140.0,98.0,1.0,1.0,0.0,0.0,0.0,1.0,1759398.0,5923047.0
1754831.204,5931588.736,2772,7918.0,20681,PARKWAY DR,CONSTELLATION DR EAST,RAMP RD,242.0,Yes,2014-04-02 00:00:00+00:00,800,7D,4483.0,649.0,94.0,0.0,5.0,1.0,0.0,0.0,6.0,1754831.204,5931588.736
1754309.0,5931514.0,2773,7917.0,20680,VEGA PL,CONSTELLATION DR,END OF SEAL,288.0,Yes,2014-03-26 00:00:00+00:00,1130,7D,4456.0,624.0,88.0,3.0,7.0,2.0,0.0,0.0,9.0,1754309.0,5931514.0
1754681.0,5931712.0,2774,7916.0,20679,ATLAS PL,CONSTELLATION DR,END OF SEAL,43.0,Yes,2014-04-02 00:00:00+00:00,1630,7D,1298.0,183.0,95.0,0.0,4.0,1.0,0.0,0.0,5.0,1754681.0,5931712.0
1755163.0,5932182.0,2775,7912.0,20675,LANDSBERG WAY,EAST COAST RD,CENTORIAN DR,166.0,Yes,2013-05-16 00:00:00+00:00,1715,7D,383.0,46.0,97.0,0.0,3.0,0.0,0.0,0.0,3.0,1755163.0,5932182.0
1752990.0,5935889.0,2776,9840.0,20668,FAIRVIEW AVE (ALBANY),TRAVIS VIEW RD,LONELY TRACK RD,976.0,Yes,2013-04-04 00:00:00+00:00,1730,7D,2246.0,289.0,96.0,1.0,2.0,1.0,0.0,0.0,3.0,1752990.0,5935889.0
1759581.0,5922917.0,2777,7879.0,20657,CAUTLEY ST,RUTLAND RD,PATUONE AVE,174.0,Yes,2013-05-16 00:00:00+00:00,815,7D,590.0,111.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,1759581.0,5922917.0
1759631.0,5922732.0,2778,7010.0,20656,RUTLAND RD (DEVONPORT),KIWI ST,CAUTLEY ST,30.0,Yes,2014-06-07 00:00:00+00:00,800,7D,277.0,47.0,94.0,0.0,1.0,5.0,0.0,0.0,6.0,1759631.0,5922732.0
1759823.0,5922444.0,2779,7878.0,20655,HUIA ST (DEVONPORT),CALLIOPE RD,QUEENS PDE,44.0,Yes,2013-05-16 00:00:00+00:00,645,7D,1438.0,340.0,98.0,0.0,1.0,1.0,0.0,0.0,2.0,1759823.0,5922444.0
1759640.0,5922656.0,2780,7875.0,20653,KIWI RD (DEVONPORT),CALLIOPE RD,RUTLAND RD,51.0,Yes,2014-06-07 00:00:00+00:00,730,7D,473.0,68.0,98.0,0.0,1.0,1.0,0.0,0.0,2.0,1759640.0,5922656.0
1746621.0,5931311.0,2781,7874.0,20652,BROOKDALE RD (PARE),BOUNDARY WITH RDC,IONA AVE,1346.0,Yes,2013-03-09 00:00:00+00:00,715,7D,915.0,134.0,91.0,1.0,6.0,2.0,0.0,0.0,8.0,1746621.0,5931311.0
1746628.0,5931266.0,2782,7869.0,20649,IONA AVE,PAREMOREMO RD,SANDERS RD,48.0,Yes,2013-08-30 00:00:00+00:00,830,7D,102.0,21.0,81.0,1.0,17.0,1.0,0.0,0.0,18.0,1746628.0,5931266.0
1747802.0,5930379.0,2783,7863.0,20645,ATTWOOD RD,PAREMOREMO RD,CHATHAM RD,54.0,Yes,2013-03-01 00:00:00+00:00,700,7D,1164.0,120.0,93.0,1.0,4.0,2.0,0.0,0.0,6.0,1747802.0,5930379.0
1750984.0,5933340.0,2784,7851.0,20637,WHARF RD (ALBANY),ALBANY HIGHWAY,CUL-DE-SAC,82.0,Yes,2013-08-23 00:00:00+00:00,1700,7D,1972.0,262.0,97.0,0.0,2.0,1.0,0.0,0.0,3.0,1750984.0,5933340.0
1750716.0,5932672.0,2785,9176.0,20636,BASS RD (ALBANY),VINEWOOD DR,SAMPLE RD,479.0,Yes,2013-04-04 00:00:00+00:00,1645,7D,875.0,117.0,98.0,1.0,1.0,0.0,0.0,0.0,1.0,1750716.0,5932672.0
1750993.0,5932994.0,2786,7849.0,20636,BASS RD (ALBANY),ALBANY HIGHWAY,VINEWOOD DR,53.0,Yes,2013-08-23 00:00:00+00:00,815,7D,3533.0,528.0,98.0,0.0,1.0,1.0,0.0,0.0,2.0,1750993.0,5932994.0
1751120.0,5931731.0,2787,7848.0,20635,APPLEBY RD (ALBANY),ALBANY HIGHWAY,FEARNLEY GROVE,59.0,Yes,2013-08-23 00:00:00+00:00,745,7D,1894.0,581.0,95.0,0.0,3.0,2.0,0.0,0.0,5.0,1751120.0,5931731.0
1751846.0,5930859.0,2788,7843.0,20633,SCHNAPPER ROCK RD (SOUTH),ALBANY HIGHWAY,KYLE RD,40.0,Yes,2014-02-28 00:00:00+00:00,1700,7D,7148.0,714.0,97.0,1.0,2.0,0.0,0.0,0.0,2.0,1751846.0,5930859.0
1749382.0,5928315.0,2789,7835.0,20626,POUNAMU AVE,TAUHINU RD,KIMBERLY GR,123.0,Yes,2013-04-10 00:00:00+00:00,800,7D,677.0,112.0,98.0,1.0,1.0,0.0,0.0,0.0,1.0,1749382.0,5928315.0
1749048.0,5928417.0,2790,7825.0,20619,MARAE RD,TAUHINU RD,AUSTIN RD,63.0,Yes,2014-03-04 00:00:00+00:00,1715,7D,654.0,82.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,1749048.0,5928417.0
1749419.0,5928836.0,2791,7811.0,20607,SUNNYVIEW RD,GREENHITHE RD,END OF SEAL,46.0,Yes,2014-03-04 00:00:00+00:00,800,7D,1069.0,315.0,94.0,0.0,5.0,1.0,0.0,0.0,6.0,1749419.0,5928836.0
1749566.0,5928932.0,2792,7808.0,20606,ISOBEL RD,GREENHITHE RD,OUTLOOK RD,76.0,Yes,2013-04-10 00:00:00+00:00,1430,7D,1155.0,221.0,98.0,1.0,1.0,0.0,0.0,0.0,1.0,1749566.0,5928932.0
1749506.0,5929045.0,2793,7801.0,20603,CHURCHOUSE RD,GREENHITHE RD,FAITH GR,57.0,Yes,2013-05-09 00:00:00+00:00,730,7D,324.0,39.0,97.0,1.0,2.0,0.0,0.0,0.0,2.0,1749506.0,5929045.0
1760414.0,5922369.0,2794,7796.0,20598,BUCHANAN ST (DEVONPORT),KING EDWARD PDE,RATTRAY ST,55.0,Yes,2014-06-18 00:00:00+00:00,1230,7D,349.0,57.0,97.0,1.0,2.0,0.0,0.0,0.0,2.0,1760414.0,5922369.0
1760360.0,5922540.0,2795,7785.0,20596,RATTRAY ST,VICTORIA ST,END,31.0,Yes,2014-06-18 00:00:00+00:00,1315,7D,525.0,67.0,97.0,0.0,2.0,1.0,0.0,0.0,3.0,1760360.0,5922540.0
1760670.0,5922739.0,2796,7784.0,20595,ST AUBYN ST,KERR ST,CHURCH ST,168.0,Yes,2013-03-07 00:00:00+00:00,1430,7D,286.0,51.0,98.0,0.0,1.0,1.0,0.0,0.0,2.0,1760670.0,5922739.0
1760097.0,5923067.0,2797,7777.0,20593,PATUONE AVE,VICTORIA ST,COWPER ST,61.0,Yes,2013-03-05 00:00:00+00:00,1715,7D,623.0,76.0,98.0,1.0,1.0,0.0,0.0,0.0,1.0,1760097.0,5923067.0
1760143.0,5922934.0,2798,7775.0,20592,EWEN ALISON AVE,VICTORIA RD,COWPER ST,77.0,Yes,2013-05-21 00:00:00+00:00,1615,7D,691.0,83.0,97.0,0.0,3.0,0.0,0.0,0.0,3.0,1760143.0,5922934.0
1759928.0,5923073.0,2799,7772.0,20591,COWPER ST,PATUONE AVE,MOZLEY AVE,173.0,Yes,2014-06-17 00:00:00+00:00,815,7D,121.0,20.0,95.0,1.0,1.0,3.0,0.0,0.0,4.0,1759928.0,5923073.0
1760226.0,5923248.0,2800,7768.0,20590,MOZELEY AVE,LAKE RD,VICTORIA RD,94.0,Yes,2013-03-05 00:00:00+00:00,1515,7D,2172.0,290.0,98.0,1.0,1.0,0.0,0.0,0.0,1.0,1760226.0,5923248.0
