OBJECTID,ROAD_ID,ROAD_NAME,SHAPE__LENGTH,NS_SPEED_LIMIT
4225,30545,GRACE STREET,190.419698844088,50.0
4226,30546,GRAFTON BRIDGE,367.405795667612,30.0
4227,30547,GRAFTON ROAD,204.934657367117,30.0
4228,30547,GRAFTON ROAD,174.613441646307,50.0
4229,30548,GRAHAM STREET,213.350528711817,30.0
4230,30549,GRAMPIAN ROAD,879.87395110985,50.0
4231,30550,GRANADA PLACE,127.089972063314,50.0
4232,30551,GRAND DRIVE,1519.01335681095,50.0
4233,30552,GRAND VIEW ROAD,468.671010219443,50.0
4234,30553,GRANT STREET,157.605957908969,50.0
4235,30554,GRANTHAM ROAD,325.080926510789,50.0
4236,30555,GRATTAN PLACE,107.89987930535,30.0
4237,30556,GREAT NORTH ROAD,1361.17505725882,50.0
4238,30556,GREAT NORTH ROAD,219.424639213717,45.0
4240,31541,GREAT NORTH ROAD,47.411001402391,50.0
4241,80310,GREAT NORTH ROAD,1727.53327793566,50.0
4242,80310,GREAT NORTH ROAD,519.658944192534,45.0
4243,80310,GREAT NORTH ROAD,77.0060012030509,50.0
4245,80309,GREAT SOUTH ROAD,741.718401749038,50.0
4246,80309,GREAT SOUTH ROAD,572.98764401648,30.0
4247,80309,GREAT SOUTH ROAD,1319.5844485089,50.0
4248,80833,GREAT SOUTH ROAD,937.628465015115,60.0
4249,51405,GREAT SOUTH ROAD,593.995972195569,45.0
4250,51405,GREAT SOUTH ROAD,321.898864834641,50.0
4251,51405,GREAT SOUTH ROAD,345.090867756842,45.0
4252,51405,GREAT SOUTH ROAD,607.498260686662,50.0
4253,51405,GREAT SOUTH ROAD,606.949599248033,50.0
4254,51405,GREAT SOUTH ROAD,1030.62716602437,50.0
4255,51405,GREAT SOUTH ROAD,468.366232621796,45.0
4256,51405,GREAT SOUTH ROAD,3437.48206743396,60.0
4257,51405,GREAT SOUTH ROAD,1189.18002608663,50.0
4258,51405,GREAT SOUTH ROAD,281.89238883948,45.0
4259,51405,GREAT SOUTH ROAD,1638.14491898928,50.0
4260,54226,GREAT SOUTH ROAD,73.9393421065857,50.0
4261,60116,GREAT SOUTH ROAD,1210.53326729539,50.0
4262,60116,GREAT SOUTH ROAD,2112.15644491472,70.0
4263,60116,GREAT SOUTH ROAD,487.675783001118,50.0
4264,60116,GREAT SOUTH ROAD,170.549165713335,50.0
4265,60116,GREAT SOUTH ROAD,638.31550924904,70.0
4267,60116,GREAT SOUTH ROAD,356.404515373651,45.0
4268,60116,GREAT SOUTH ROAD,770.94081645932,50.0
4269,54759,GREAT SOUTH ROAD,53.7991668189581,60.0
4270,31668,GREAT SOUTH ROAD,32.0006352704495,50.0
4271,31626,GREAT SOUTH ROAD,28.9509917937356,50.0
4272,30557,GREAT SOUTH ROAD,2883.43715770692,50.0
4273,30558,GREEN STREET,147.901007798719,50.0
4274,30559,GREENBANK DRIVE,539.379440864226,50.0
4275,30562,GREENWAY PLACE,79.2940404445768,30.0
4276,30563,GREYS AVENUE,456.96718316928,30.0
4277,30564,GROSVENOR STREET,520.340027426371,50.0
4278,30565,GUDGEON STREET,89.7192070619743,50.0
4279,30566,GUILDFORD PLACE,138.173972191113,30.0
4280,30567,GUNDRY STREET,213.035215317611,30.0
4281,30568,GUNSON STREET,200.938305699796,30.0
4282,30569,GWILLIAM PLACE,196.784942279579,30.0
4283,30570,HAAST STREET,252.775991656803,50.0
4284,30571,HACKETT STREET,392.145494932845,50.0
4285,30572,HADFIELD AVENUE,345.060427075636,30.0
4286,30573,HAKANOA STREET,59.9346486280335,30.0
4287,30573,HAKANOA STREET,388.55205869225,50.0
4288,30574,HALFORD PLACE,64.9709977148294,50.0
4289,30575,HALSEY STREET,788.012298926474,30.0
4290,30576,HAMER STREET,501.747900117895,30.0
4291,30577,HAMILTON ROAD,520.110693707126,50.0
4292,30578,HAMPTON DRIVE,430.745996103953,50.0
4293,30579,HANENE STREET,342.549989299055,50.0
4294,30580,HAPIMANA STREET,283.804767799034,50.0
4295,30581,HAPUA STREET,602.990470073902,50.0
4296,30582,HARAPAKI ROAD,279.391345228365,30.0
4297,30583,HARBOUR STREET,125.27968990217,50.0
4298,35023,HARBOUR STREET,47.9695084567128,50.0
4299,30584,HARBOUR VIEW ROAD,673.108820639516,30.0
4300,30585,HARCOURT STREET,346.558005238306,50.0
4301,30586,HARDINGE STREET,171.747570885579,30.0
4302,30587,HARGREAVES STREET,206.492744148327,50.0
4303,30588,HARLOW CRESCENT,170.544069545088,30.0
4304,94538,HARLOW CRESCENT,42.7370531224735,50.0
4305,30589,HARRY HUMAN HGTS,162.999996078372,50.0
4306,30590,HARTLAND AVENUE,348.124948926655,50.0
4307,30591,HARVEY PLACE,65.7539844724477,50.0
4308,30592,HASBURY AVENUE,210.563160783565,30.0
4309,30593,HASLETT STREET,269.67079110984,50.0
4310,30594,HAULTAIN STREET,157.310098621158,30.0
4311,30595,HAWAIKI STREET,111.011402256687,50.0
4312,30596,HAWEA ROAD,268.722979523161,30.0
4313,30597,HAWERA ROAD,641.935018551189,50.0
4314,30598,HAWKINS STREET,450.852902382321,50.0
4315,30600,HAYCOCK AVENUE,729.049192924698,50.0
4316,30601,HEAPHY STREET,693.811409363289,50.0
4317,30602,HEATHER STREET,266.117472318138,50.0
4318,30603,HEATHERBANK STREET,491.553290232216,30.0
4319,30604,HECTOR STREET,188.902283098838,30.0
4320,30605,HEKE STREET,177.425860948513,30.0
4321,30606,HELEN PLACE,112.135024412582,50.0
4322,30607,HEMINGTON STREET,89.4379935670189,30.0
4323,30608,HENRY STREET,393.810422070268,50.0
4324,30609,HENSLOWE PLACE,65.3619642156389,30.0
4325,30610,HEPBURN STREET,858.624220839905,30.0
4326,30611,HERDMAN STREET,647.516511663672,30.0
4327,30612,HEREFORD STREET,139.439761246997,30.0
4328,30613,HERNE BAY ROAD,407.400786698272,50.0
4329,30614,HERRINGSON AVENUE,104.150516917745,50.0
4330,30615,HERTFORD STREET,324.883901069853,50.0
4331,30616,HEYWOOD CRESCENT,264.145034379333,50.0
4332,30617,HIGH STREET,308.685608093617,30.0
4333,30618,HIGHBURY STREET,197.231022748117,30.0
4334,30619,HILLTOP STREET,113.342019198385,50.0
4335,30621,HILTON PLACE,76.0635814682996,50.0
4336,30622,HIMIKERA AVENUE,274.054317226797,50.0
4337,30623,HINAKI STREET,19.9414591661781,45.0
4338,30623,HINAKI STREET,237.301598675451,50.0
4339,30624,HIRIRI AVENUE,179.894037811392,50.0
4340,30625,HOANI GL,279.771783396428,50.0
4341,30626,HOBDAY PLACE,62.3714573000898,50.0
4342,30627,HOBSON STREET,1159.01396695929,40.0
4343,34853,HOBSON STREET,225.403913292231,30.0
4344,30628,HOHIPERE STREET,52.0433092571716,50.0
4345,30629,HOLBROOK STREET,54.701202048264,45.0
4346,30629,HOLBROOK STREET,518.976515247174,50.0
4347,30630,HOLGATE ROAD,256.716272089308,50.0
4348,30631,HOLLAND AVENUE,386.607075578598,50.0
4349,30632,HOLLY STREET,998.138220968135,30.0
4350,30633,HOMAI STREET,130.609012829694,50.0
4351,30634,HOME STREET,389.469544444,30.0
4352,31539,HOME STREET,134.340013652134,50.0
4353,30635,HONAN PLACE,331.713235954701,50.0
4354,30636,HOPE STREET,161.794572830399,50.0
4355,30637,HOPETOUN STREET,819.967226997519,30.0
4356,33197,HOPETOUN STREET,89.882260584531,50.0
4357,30638,HOPKINS CRESCENT,416.451280327798,50.0
4358,30639,HORTON AVENUE,136.670083108184,50.0
4359,30640,HORWELL PLACE,65.8129114080637,50.0
4360,30641,HOUGHTON STREET,322.378542518102,50.0
4361,30642,HOWARD HUNTER AVENUE,689.017134587983,50.0
4362,30643,HOWE STREET,643.38399223857,30.0
4363,30644,HOWLETT STREET,144.725947989377,30.0
4364,30645,HUBERT HENDERSON PLACE,126.176062086582,50.0
4365,30646,HUIA ROAD,881.297147007302,50.0
4366,30647,HUKANUI CRESCENT,232.169289916039,30.0
4367,30648,HUMARIRI STREET,331.819474312434,30.0
4368,30649,HUMBER PLACE,66.5284521708656,50.0
4369,30651,HURIARO PLACE,62.9857158403638,50.0
4370,30652,HURSTWOOD PLACE,120.496048100645,50.0
4371,30653,HUXLEY PLACE,60.2730550752527,30.0
4372,30654,IAN MCKINNON DRIVE,1147.90160627514,60.0
4373,31196,IAN MCKINNON DRIVE,221.880022189525,60.0
4374,30655,INGLEWOOD STREET,578.310678699091,50.0
4375,30656,INGRAM ROAD,321.133052940558,50.0
4376,30657,INVERARY AVENUE,329.84894689738,50.0
4377,30658,IPSWICH PLACE,153.364672225046,50.0
4378,30659,IRELAND STREET,176.637716976023,30.0
4379,31545,IRELAND STREET,102.480318954323,30.0
4380,30660,ISHERWOOD PLACE,137.000021836664,50.0
4381,30661,ISLINGTON STREET,657.04697488147,30.0
4382,30663,JAMAICA PLACE,154.098221755532,50.0
4383,30664,JASMINE PLACE,92.7164554026707,50.0
4384,30665,JEAN BATTEN PLACE,62.8028173617532,10.0
4385,30666,JEFFERSON STREET,449.882261280528,50.0
4386,30667,JELLICOE STREET,429.772154139651,30.0
4387,30668,JENNER PLACE,72.0000377500935,50.0
4388,30669,JERVOIS ROAD,1186.00489463282,50.0
4389,30669,JERVOIS ROAD,333.89839778903,45.0
4390,30669,JERVOIS ROAD,385.323886838981,50.0
4391,30670,JESSEL STREET,39.0707984567912,45.0
4392,30670,JESSEL STREET,216.950152123051,50.0
4393,30671,JOAN STREET,98.3356397494533,30.0
4394,30672,JOHN STREET,1072.05552527302,30.0
4395,30673,JOHN SHAW DRIVE,143.273986877335,50.0
4396,30674,JOHNSTONE STREET,249.859651821622,30.0
4397,30675,JUDGE STREET,116.692678343029,30.0
4398,30676,JUDGES BAY ROAD,295.589119147974,30.0
4399,30677,JULIAN STREET,100.501992526765,50.0
4400,30678,KAIMATA STREET,212.11402208576,50.0
4401,30679,KANUKA STREET,318.342624646076,30.0
4402,30680,KAPUA STREET,116.851166719993,30.0
4403,30681,KARAKA PARK PLACE,312.478243987446,50.0
4404,30682,KARAKA STREET,259.00520321392,50.0
4405,30683,KARANGAHAPE ROAD,1011.57702586345,30.0
4406,30683,KARANGAHAPE ROAD,24.9751660505629,50.0
4407,30684,KARI STREET,100.491403385905,50.0
4408,30685,KARORI CRESCENT,321.422160337632,50.0
4409,30686,KATOA STREET,90.1926588568914,30.0
4410,30687,KAY DRIVE,588.0013622348,50.0
4411,30687,KAY DRIVE,44.0209961363844,45.0
4412,30688,KAWITI AVENUE,563.400028161103,50.0
4413,30689,KEATS PLACE,146.228887102704,30.0
4414,30690,KEITH AVENUE,134.20998389954,30.0
4415,30691,KELMARNA AVENUE,602.1240369879,30.0
4416,30692,KELVIN ROAD,568.709009309723,30.0
4417,30693,KELVINSIDE TERRACE,115.268254267659,50.0
4418,30694,KEMPTHORNE CRESCENT,302.623663274833,50.0
4419,30695,KENDRICK PLACE,182.652539664326,50.0
4420,30696,KENNY ROAD,367.410014474555,50.0
4421,30697,KENLEY PLACE,160.58108578174,50.0
4422,30698,KENT STREET,76.0770002096469,30.0
4423,30699,KENWYN STREET,151.986315359391,50.0
4424,30700,HANNIGAN DRIVE,586.467969315199,50.0
4425,30701,KEPA ROAD,650.28221308222,50.0
4426,30701,KEPA ROAD,343.134758655444,45.0
4427,30701,KEPA ROAD,1298.62539033547,50.0
4428,30702,KEPPELL STREET,383.758951494055,30.0
4429,30703,KERETENE PLACE,79.6100036932577,50.0
4430,30704,KESTEVEN AVENUE,881.252592135194,50.0
4431,30705,KESTREL PLACE,278.500125848198,50.0
4432,30706,KETTLE STREET,81.8846931366463,30.0
4433,30708,KHANDALLAH PLACE,85.8679945264995,50.0
4434,30709,KHARTOUM PLACE,55.341424050302,30.0
4435,30710,KHYBER PASS,1602.25518559973,50.0
4436,30711,KIANO PLACE,144.308959902037,50.0
4437,30712,KILDARE AVENUE,859.255988237465,50.0
4438,30713,KIMBERLEY ROAD,384.660799059638,50.0
4439,30713,KIMBERLEY ROAD,46.1481521331559,45.0
4440,30714,KINDER PLACE,98.240987147873,30.0
4441,30715,KING STREET,307.164334083472,30.0
4442,30716,KING EDWARD AVENUE,366.976955529862,50.0
4443,30717,KING GEORGE AVENUE,767.656504893315,50.0
4444,30717,KING GEORGE AVENUE,59.6926692451439,30.0
4445,30718,KINGSLEY STREET,444.003051556219,50.0
4446,30719,KINGSTON STREET,171.983006315172,30.0
4447,30721,KINROSS STREET,1171.48069960588,50.0
4448,30722,KINSALE AVENUE,168.969968513531,50.0
4449,30723,KIPLING AVENUE,334.146755356372,50.0
4450,30724,KIRITOA STREET,119.718657587194,50.0
4451,30726,KIRKMAY PLACE,117.806039921812,50.0
4452,30727,KIRKWOOD PLACE,88.8692379966958,50.0
4453,30728,KISSLING PLACE,157.000003065887,50.0
4454,30729,KITCHENER STREET,597.240550824604,30.0
4455,30730,KITEMOANA STREET,664.996889979781,50.0
4456,30731,KITIRAWA ROAD,237.572035461817,50.0
4457,30732,KIWI ROAD,881.622625438909,50.0
4458,30733,KOA STREET,56.2175778759788,30.0
4459,30734,KOANGI STREET,72.4666747403322,50.0
4460,30735,KOHIA TERRACE,221.547145780333,45.0
4461,30736,KOHIMARAMA ROAD,1679.02551950058,50.0
4462,30736,KOHIMARAMA ROAD,392.865224192813,45.0
4463,30736,KOHIMARAMA ROAD,584.293730413114,50.0
4464,33130,KOHIMARAMA ROAD,170.595976814139,50.0
4465,30737,KOMARU STREET,374.388238031464,50.0
4466,30738,KORAHA STREET,962.597961594028,50.0
4467,30739,KORARI STREET,104.283808176367,50.0
4468,30740,KORCULA PLACE,60.9518501963038,50.0
4469,30741,KOTAE ROAD,214.06609810245,50.0
4470,30742,KOTARE AVENUE,122.091004550045,50.0
4471,30743,KOTIRI STREET,142.56305346503,50.0
4472,30744,KUPE STREET,1292.87082037655,50.0
4473,30745,KURAHAUPO STREET,820.577951210823,50.0
4474,30746,LABURNUM ROAD,26.4372787760966,45.0
4475,30746,LABURNUM ROAD,435.088943641705,50.0
4476,30747,LADIES MILE,1933.02512804914,50.0
4477,33131,LADIES MILE,76.9999641631603,50.0
4478,30748,LAMMERMOOR DRIVE,369.955984120234,50.0
4479,30749,LANARK PLACE,79.5609914104677,30.0
4480,30750,LANDSCAPE ROAD,1739.46783036834,50.0
4481,31650,LANDSCAPE ROAD,94.0392176989685,50.0
4482,33132,LANDSCAPE ROAD,119.003952017936,50.0
4483,30751,LANSFORD CRESCENT,822.450344811747,50.0
4484,30752,LARCH STREET,31.9717438131823,45.0
4485,30752,LARCH STREET,117.895650356457,50.0
4486,30753,LARCHWOOD AVENUE,496.096329729316,50.0
4487,30754,LAURIE AVENUE,370.533835653941,50.0
4488,30755,LAURISTON AVENUE,130.011816586755,50.0
4489,30756,FREYBERG PLACE,42.1936462691553,10.0
4490,30757,CARRINGTON RD SERVICE LANE (RP58),207.743228517273,50.0
4491,30760,GREAT NORTH ROAD,97.0459348213614,50.0
4492,30771,LAWNDALE PLACE,155.999947909146,50.0
4493,30772,LAWRENCE STREET,408.071973504806,50.0
4494,30773,LAYARD STREET,441.586504657064,30.0
4495,30774,LEASIDE LANE,117.468957107627,30.0
4496,30775,LEE STREET,131.58102546258,50.0
4497,30776,LEIGHTON STREET,434.923926770596,50.0
4498,30777,LEINSTER STREET,139.905208904648,50.0
4499,30778,LEMINGTON ROAD,473.596030397614,50.0
4500,30779,LETTERKENNY PLACE,219.299149499612,50.0
4501,30780,LEWIS STREET,498.965243493582,50.0
4502,30781,LEYBOURNE CIRCLE,1563.16849318582,30.0
4503,30782,LEYS CRESCENT,404.463969153744,50.0
4504,31658,LEYS CRESCENT,67.4569853471788,50.0
4505,30783,LICHFIELD ROAD,380.583969818621,30.0
4506,30784,LIDCOMBE PLACE,133.005158391448,30.0
4507,30785,LILEY PLACE,191.283040460298,50.0
4508,30786,LILLINGTON ROAD,562.21884001231,50.0
4509,30787,LINCOLN STREET,583.801022171542,50.0
4510,30787,LINCOLN STREET,46.810916954345,45.0
4511,30789,LINGARTH STREET,654.682412486384,50.0
4512,30790,LINTAINE PLACE,141.948687793567,50.0
4513,30791,LINTHORPE CRESCENT,108.136031691979,30.0
4514,30792,LION PLACE,106.393505840271,50.0
4515,30793,LISBURN AVENUE,307.107971937521,50.0
4516,30794,LISTER STREET,92.3678473895838,30.0
4517,30795,LIVERPOOL STREET,383.974749101466,30.0
4518,30796,LIVINGSTONE STREET,516.677955480513,50.0
4519,30797,LOCH STREET,142.920027258746,50.0
4520,30798,LOCHIEL ROAD,24.4056456777104,45.0
4521,30798,LOCHIEL ROAD,413.154358249074,50.0
4522,30799,LOGAN TERRACE,188.34596009518,30.0
4523,30800,LOMBARD STREET,79.0729882662732,30.0
4524,30801,LONDON STREET,293.227411741514,50.0
4525,30802,LONG DRIVE,1540.42981384498,50.0
4526,30803,LORNE STREET,209.948566882156,30.0
4527,30868,LORNE STREET,80.4488372339832,30.0
4528,30868,LORNE STREET,130.555008137378,10.0
4529,30804,LOWER ALBERT STREET,156.365948332904,20.0
4530,30807,LUCERNE ROAD,1361.20711651965,50.0
4531,30808,LUCKNOW PLACE,109.070362756935,50.0
4532,30809,LURLINE AVENUE,119.071993474436,50.0
4533,30810,LUSH AVENUE,327.743055250145,50.0
4534,30811,LYNBROOKE AVENUE,966.607917844255,50.0
4535,30812,LYNCH STREET,163.128151582026,30.0
4536,30813,LYNDALE PLACE,162.526008542676,30.0
4537,30814,LYNDHURST STREET,324.547918304393,50.0
4538,30815,LYNDOCK STREET,67.0280146221467,30.0
4539,30816,MAAKA PLACE,103.36199969396,50.0
4540,30817,MCARTHUR AVENUE,299.406949595651,50.0
4541,30818,MACAULAY STREET,207.168112967265,50.0
4542,30819,MCFADZEAN DRIVE,597.380848639094,50.0
4543,30820,MCFARLAND STREET,323.922021059231,50.0
4544,30821,MACKELVIE STREET,676.921323827237,50.0
4545,30822,MACLAURIN STREET,291.130377380939,50.0
4546,30823,MACMURRAY ROAD,382.396030335263,50.0
4547,30824,MACPHERSON STREET,301.40008615011,30.0
4548,30825,MADDEN STREET,317.033321146154,30.0
4549,30826,MT TAYLOR DRIVE,870.452845399127,50.0
4550,30827,MADEIRA LANE,72.2489738485011,50.0
4551,30828,MADEIRA PLACE,129.521495685409,50.0
4552,30829,MAHEKE STREET,130.152051378803,30.0
4553,30830,MAHOE AVENUE,483.890032440175,50.0
4554,30832,MAHURU STREET,307.854020812674,50.0
4555,30833,MAIDSTONE STREET,206.591998599379,50.0
4556,30834,MAINSTON ROAD,284.601647637823,50.0
4557,30835,MAIORO STREET,47.9878349218144,45.0
4558,30835,MAIORO STREET,315.329761999453,50.0
4559,30835,MAIORO STREET,354.874890249076,45.0
4560,80256,MAIORO STREET,451.027004221985,50.0
4561,80257,MAIORO STREET,344.958827099782,50.0
4562,80257,MAIORO STREET,103.281143353052,45.0
4563,30836,MAIRE STREET,156.637825318721,50.0
4564,30837,MALCOLM STREET,151.490739039843,50.0
4565,30838,MALORY STREET,85.833780862442,30.0
4566,30839,MALVERN ROAD,1000.58477359797,50.0
4567,30841,MAMIE STREET,170.802252149195,50.0
4568,30842,MANAPAU STREET,238.55350572146,30.0
4569,30843,MANAWA ROAD,19.8980146112898,45.0
4570,30843,MANAWA ROAD,534.088315483001,50.0
4571,30844,MANOR PLACE,80.115976558838,30.0
4572,30845,MANSFIELD STREET,155.259399608038,30.0
4573,30847,MAPAU ROAD,199.506742990645,50.0
4574,30848,MAPIU STREET,108.126005319105,50.0
4575,30849,MAPLE STREET,583.169616214603,50.0
4576,30850,MARA STREET,82.8429646496031,30.0
4577,30851,MARAMA AVENUE,350.194997077893,50.0
4578,30852,MARANUI AVENUE,251.450389744663,30.0
4579,30853,MARAU CRESCENT,547.072606719462,50.0
4580,30854,MARCONI PLACE,92.0243706700666,50.0
4581,30855,MAREWA ROAD,332.458384746218,50.0
4582,30856,MARGARET AVENUE,406.417926726707,50.0
4583,30857,MARGARET STREET,99.3002060514575,50.0
4584,30858,MARGATE ROAD,26.0643173559116,45.0
4585,30858,MARGATE ROAD,578.8416737034,50.0
4586,33133,MARGATE ROAD,100.044229023283,50.0
4587,30859,MARINE PARADE,789.029889380761,50.0
4588,30860,MARINO PLACE,71.7419988580849,45.0
4589,30861,MARION PLACE,64.9350341648163,50.0
4590,30862,MARKET PLACE,257.720536052232,30.0
4591,30864,MARLOWE ROAD,207.054040378816,30.0
4592,30865,MARMION STREET,98.0673664476651,30.0
4593,30866,MARSTON STREET,106.605624802492,50.0
4594,30867,MARTIN AVENUE,345.14196673853,50.0
4595,30869,MARY DREAVER STREET,608.162376382553,50.0
4596,30870,MARYLAND STREET,255.91229242731,30.0
4597,30871,MASKELL STREET,231.078293177304,45.0
4598,30871,MASKELL STREET,826.354743316013,50.0
4599,30872,MASONS AVENUE,400.587312399164,50.0
4600,30873,MATATA STREET,511.748114990527,50.0
4601,30874,MATATUA STREET,106.293042178935,50.0
4602,30875,MAUI POMARE STREET,306.80685126899,50.0
4603,30876,MAUNGAREI ROAD,552.887036466875,50.0
4604,31564,MAUNGAREI ROAD,56.1080416291042,50.0
4605,30877,MAUNGAWHAU ROAD,518.438825274987,50.0
4606,30878,MAUNSELL ROAD,162.267494962611,30.0
4607,34908,MAUNSELL ROAD,132.327462433909,50.0
4608,30879,MAURANUI AVENUE,535.844022417558,50.0
4609,30880,MAXINE PLACE,319.664982937234,50.0
4610,30881,MAXWELL AVENUE,185.024338163204,50.0
4611,30882,MAYBURY STREET,853.728867324581,50.0
4612,30883,MAYFAIR PLACE,141.134685713608,30.0
4613,30884,MAYORAL DRIVE,991.988040931379,30.0
4614,30478,MAYORAL DRIVE,92.200959805607,30.0
4615,30479,MAYORAL DRIVE,72.8937495962027,30.0
4616,30885,MEADOWBANK ROAD,1325.01108086553,30.0
4617,30886,MEAD STREET,825.556157064442,50.0
4618,30887,MELANESIA ROAD,1077.18273357558,50.0
4619,30888,MELANESIA ROAD,117.404506390013,50.0
4620,30889,MELFORD STREET,206.111259019874,50.0
4621,30890,MELLING STREET,329.896770417694,50.0
4622,30890,MELLING STREET,14.758212901294,45.0
4623,30891,MEOLA ROAD,1595.87405238817,50.0
4624,30892,MEREDITH STREET,114.936785855605,30.0
4625,30893,MERFIELD STREET,342.324796085087,50.0
4626,30893,MERFIELD STREET,23.019129400703,45.0
4627,30894,MERIVALE AVENUE,441.594404175485,50.0
4628,94469,MERIVALE AVENUE,20.991660247855,50.0
4629,30895,MERSEY PLACE,226.628377745315,50.0
4630,30896,MERTON ROAD,1335.25756457888,50.0
4631,30897,METHUEN ROAD,1753.57113381537,50.0
4632,30898,MEYRICK PLACE,119.253977361996,30.0
4633,30899,MIDDLE STREET,122.839287765722,30.0
4634,30900,MIDDLESEX ROAD,242.454408681966,30.0
4635,30901,MIDDLETON ROAD,614.648220191517,50.0
4636,31578,MIDDLETON ROAD,59.5503497845421,50.0
4637,31666,MIDDLETON ROAD,38.0985246511907,50.0
4638,33134,MIDDLETON ROAD,83.2790067787819,50.0
4639,30902,MILLAIS STREET,497.685127152407,50.0
4640,30903,MILLER STREET,491.940743655969,30.0
4641,30904,MILLS LANE,246.359054074756,30.0
4642,30905,MINIVER STREET,110.790009288009,50.0
4643,30906,MINNIE STREET,247.470464428198,50.0
4644,30907,MINTO ROAD,146.715243504603,50.0
4645,30908,MIRA STREET,77.1210261231652,30.0
4646,30909,MIRANDA STREET,20.1444048487189,45.0
4647,30909,MIRANDA STREET,517.430444771221,50.0
4648,30910,MITCHELL STREET,355.594769990961,30.0
4649,30911,MITCHELSON STREET,490.766051317845,50.0
4650,30912,MOA ROAD,904.372005070207,50.0
4651,30913,MODENA CRESCENT,180.198980655974,50.0
4652,30915,MOIRA STREET,272.371726199023,30.0
4653,30916,MOKAU STREET,82.5125476727295,30.0
4654,30917,MONAGHAN AVENUE,363.486310132273,50.0
4655,30918,MONKTON PLACE,21.3209807042669,50.0
4656,30919,MONMOUTH STREET,301.567604146582,30.0
4657,30920,MONTEITH CRESCENT,558.901966708564,50.0
4658,30921,MONTEREY STREET,131.730960722692,50.0
4659,30922,MONTROSE STREET,372.960382119587,30.0
4660,30923,MORAY PLACE,79.6510469494277,30.0
4661,30924,MORPETH PLACE,135.570877046804,50.0
4662,30925,MORRIN ROAD,1851.59768543761,50.0
4663,31594,MORRIN ROAD,84.7740149617196,50.0
4664,30926,MORRIN STREET,608.550462755162,50.0
4665,30927,MORROW STREET,226.008980497527,50.0
4666,30928,MORTIMER PASS,226.946995255732,50.0
4667,30929,MORTON STREET,122.738693438567,30.0
4668,30930,MORVERN ROAD,430.28199915258,50.0
4669,30931,MOTIONS ROAD,136.521879414192,50.0
4670,30931,MOTIONS ROAD,544.762353484416,45.0
4671,30932,MOUNT STREET,179.691019535779,30.0
4672,30933,MOUNTAIN ROAD,1458.63072653561,50.0
4673,30934,MOUNTAIN VIEW ROAD,711.016235327513,50.0
4674,30935,MT CARMEL PLACE,174.478033041728,30.0
4675,30936,MT EDEN ROAD,4853.81498180598,50.0
4676,30936,MT EDEN ROAD,347.857893054059,45.0
4677,30937,MT HOBSON LANE,100.076004048151,50.0
4678,30938,MT HOBSON ROAD,585.457939876513,50.0
4679,30939,MUIR ROAD,117.542993283186,50.0
4680,30940,MULGAN STREET,717.966095491967,50.0
4681,30941,PETER MULGREW STREET,319.643189851791,50.0
4682,30942,MURDOCH ROAD,619.440782933286,50.0
4683,30943,MURIPARA AVENUE,265.331596070938,30.0
4684,30945,MYRTLE STREET,216.606965337411,50.0
4685,30946,NAPIER STREET,220.738213750721,30.0
4686,30947,NAUMAI STREET,96.766053300854,50.0
4687,30948,NAVARRE ROAD,171.935028301893,45.0
4688,30948,NAVARRE ROAD,86.7359342016471,50.0
4689,30949,NEHU STREET,44.9946969413003,45.0
4690,30949,NEHU STREET,72.1896635051802,50.0
4691,30950,NELIGAN AVENUE,122.528000742861,50.0
4692,30951,NELSON STREET,970.347995443197,40.0
4693,34858,NELSON STREET,235.296170750542,40.0
4694,30952,NETHERTON STREET,32.628897355506,45.0
4695,30952,NETHERTON STREET,233.426769730685,50.0
4696,30953,NEVILLE STREET,265.683102154822,30.0
4697,30954,NEW STREET,372.721954528135,45.0
4698,30954,NEW STREET,114.651533677244,50.0
4699,30955,NEWELL STREET,259.580018283976,30.0
4701,30472,NEW NORTH ROAD,31.9305465391933,50.0
4702,34859,NEW NORTH ROAD,107.503244857917,50.0
4703,31544,NEWTON ROAD,267.992089399459,50.0
4704,30957,NEWTON ROAD,940.675000826955,50.0
4705,30958,NEW WINDSOR ROAD,1088.41083319987,50.0
4706,30958,NEW WINDSOR ROAD,457.654034743954,45.0
4707,30958,NEW WINDSOR ROAD,414.095975595003,50.0
4708,30303,NEW WINDSOR ROAD,90.7129962883608,45.0
4709,30238,NEW WINDSOR ROAD,73.8736764712538,50.0
4710,30960,NGAHURA STREET,105.466449274359,50.0
4711,30961,NGAIO STREET,718.004441308892,50.0
4712,30962,NGAIWI STREET,482.225540478253,50.0
4713,30963,NGAKE STREET,484.97804155431,50.0
4714,30964,NGAPIPI ROAD,1310.14086989383,50.0
4715,30965,NGAPUHI ROAD,1180.98933433182,50.0
4716,30966,NICHOLAS STREET,169.88767965032,30.0
4717,30967,NIGER STREET,92.5518739119921,30.0
4718,30968,NIHILL CRESCENT,783.047033855156,50.0
4719,30969,NIKAU STREET,282.936864249247,50.0
4720,30970,NIXON STREET,191.765010877296,50.0
4721,30971,NOLAN ROAD,322.674957722472,50.0
4722,30972,NORANA AVENUE,395.900714256126,30.0
4723,30973,NORDON PLACE,154.250991783142,50.0
4724,30974,NORFOLK STREET,622.290965927139,30.0
4725,30975,NORGROVE AVENUE,165.528012116727,50.0
